0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
8,10,11,34,28,19,15,14,8,8,8,12,11,10,9,31,30,38,35,31,22,38,42,23,21,29,20,11,15,15,8,8,10,8,8,8,8,9,9,8,8,9,8,10,32,1,14,17,17,12,14,25,13,17,15,11,12,10,8,17,8,9,11,16,8,8,8,8,8,8,8,8,9,8,8,11,10,10,10,11,12,8,10,8,9,8,8,9,10,11,8,8,8,8,8
8,10,12,32,27,19,15,14,8,8,8,12,11,10,9,29,28,36,34,30,22,37,41,22,20,26,18,10,14,15,8,8,10,8,8,8,8,9,9,8,8,9,8,10,32,14,1,12,12,7,9,20,7,12,11,7,8,7,8,17,8,9,11,16,8,8,8,8,8,8,8,8,9,8,8,11,10,10,10,11,12,8,10,8,9,8,8,9,10,10,8,8,8,8,8
11,13,15,35,30,22,18,17,11,11,11,15,14,13,12,33,32,40,37,33,25,40,44,25,23,30,22,13,17,18,11,11,13,11,11,11,11,12,12,11,11,12,11,13,35,17,12,1,10,10,11,25,11,16,14,10,11,11,11,20,11,12,14,19,11,11,11,11,11,11,11,11,12,11,11,14,13,13,13,14,15,11,13,11,12,11,11,12,13,13,11,11,11,11,11
11,13,15,35,30,22,18,17,11,11,11,15,14,13,12,33,32,40,37,33,25,40,44,25,23,30,22,13,17,18,11,11,13,11,11,11,11,12,12,11,11,12,11,13,35,17,12,10,1,10,11,25,11,16,14,10,11,11,11,20,11,12,14,19,11,11,11,11,11,11,11,11,12,11,11,14,13,13,13,14,15,11,13,11,12,11,11,12,13,13,11,11,11,11,11
6,8,10,30,25,17,13,12,6,6,6,10,9,8,7,28,27,35,32,28,20,35,39,20,18,25,17,8,12,13,6,6,8,6,6,6,6,7,7,6,6,7,6,8,30,12,7,10,10,1,7,20,6,11,9,5,6,6,6,15,6,7,9,14,6,6,6,6,6,6,6,6,7,6,6,9,8,8,8,9,10,6,8,6,7,6,6,7,8,8,6,6,6,6,6
8,10,12,32,27,19,15,14,8,8,8,12,11,10,9,30,29,37,34,30,22,37,41,22,20,27,19,10,14,15,8,8,10,8,8,8,8,9,9,8,8,9,8,10,32,14,9,11,11,7,1,22,8,13,11,7,8,8,8,17,8,9,11,16,8,8,8,8,8,8,8,8,9,8,8,11,10,10,10,11,12,8,10,8,9,8,8,9,10,10,8,8,8,8,8
20,22,23,40,35,27,23,22,20,20,20,24,23,22,21,36,35,42,42,38,34,48,52,33,26,30,25,19,22,27,20,20,22,20,20,20,20,21,21,20,20,21,20,22,38,25,20,25,25,20,22,1,20,20,23,19,19,20,20,29,20,21,23,28,20,20,20,20,20,20,20,20,21,20,20,23,22,22,22,23,23,20,22,20,21,20,20,21,22,22,20,20,20,20,20
7,9,11,31,26,18,14,13,7,7,7,11,10,9,8,29,28,36,33,29,21,36,40,21,19,25,17,9,13,14,7,7,9,7,7,7,7,8,8,7,7,8,7,9,31,13,7,11,11,6,8,20,1,11,10,6,7,7,7,16,7,8,10,15,7,7,7,7,7,7,7,7,8,7,7,10,9,9,9,10,11,7,9,7,8,7,7,8,9,9,7,7,7,7,7
11,13,15,32,27,19,15,14,11,11,11,15,14,13,12,31,30,38,35,31,25,39,43,24,20,26,20,10,16,18,11,11,13,11,11,11,11,12,12,11,11,12,11,13,32,17,12,16,16,11,13,20,11,1,14,10,10,12,11,20,10,12,14,19,11,11,11,11,11,11,11,11,12,11,11,14,13,13,13,14,15,11,13,11,12,11,11,12,13,13,11,11,11,11,11
9,11,13,32,27,20,16,15,9,9,9,13,12,11,10,31,30,38,35,31,23,38,42,23,21,28,20,11,15,16,9,9,11,9,9,9,9,10,10,9,9,10,9,11,33,15,11,14,14,9,11,23,10,14,1,8,9,10,9,18,9,10,12,17,9,9,9,9,9,9,9,9,10,9,9,12,11,11,11,12,13,9,11,9,10,9,9,10,11,11,9,9,9,9,9
5,7,9,29,24,16,12,11,5,5,5,9,8,7,6,27,26,34,31,27,19,34,38,19,17,24,16,7,11,12,5,5,7,5,5,5,5,6,6,5,5,6,5,7,29,11,7,10,10,5,7,19,6,10,8,1,5,6,5,14,5,6,8,13,5,5,5,5,5,5,5,5,6,5,5,8,7,7,7,8,9,5,7,5,6,5,5,6,7,7,5,5,5,5,5
6,8,10,29,24,16,12,11,6,6,6,10,9,8,7,27,26,34,31,27,20,34,38,19,17,24,16,7,11,13,6,6,8,6,6,6,6,7,7,6,6,7,6,8,29,12,8,11,11,6,8,19,7,10,9,5,1,7,6,15,6,7,9,14,6,6,6,6,6,6,6,6,7,6,6,9,8,8,8,9,10,6,8,6,7,6,6,7,8,8,6,6,6,6,6
4,6,8,29,23,15,11,10,4,4,4,8,7,6,5,26,25,33,31,27,18,34,38,19,16,24,16,6,10,11,4,4,6,4,4,4,4,5,5,4,4,5,4,6,28,10,7,11,11,6,8,20,7,12,10,6,7,1,4,13,4,5,7,12,4,4,4,4,4,4,4,4,5,4,4,7,6,6,6,7,8,4,6,4,5,4,4,5,6,7,4,4,4,4,4
2,4,6,28,22,13,9,8,2,2,2,6,5,4,3,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,2,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,1,11,2,3,5,10,2,2,2,2,2,2,2,2,3,2,2,5,4,4,4,5,7,2,4,2,3,2,2,3,4,5,2,2,2,2,2
10,13,15,37,31,22,18,17,11,11,11,14,13,12,11,34,33,41,38,34,25,40,44,25,24,32,23,14,18,18,11,11,13,11,11,10,11,12,12,11,11,12,11,13,36,17,17,20,20,15,17,29,16,20,18,14,15,13,11,1,11,12,14,19,10,10,10,10,10,11,11,11,12,11,11,14,13,13,13,14,16,11,12,11,12,11,11,12,13,14,11,11,11,11,10
2,4,6,28,22,13,9,8,2,2,2,6,5,4,3,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,2,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,10,9,5,6,4,2,11,1,3,5,10,2,2,2,2,2,2,2,2,3,2,2,5,4,4,4,5,7,2,4,2,3,2,2,3,4,5,2,2,2,2,2
3,5,7,29,23,14,10,9,3,3,3,7,6,5,4,27,26,34,31,27,17,33,37,18,15,23,14,6,9,10,3,3,5,3,3,3,3,4,4,3,3,4,3,5,28,9,9,12,12,7,9,21,8,12,10,6,7,5,3,12,3,1,5,10,3,3,3,3,3,3,3,3,4,3,3,6,5,5,5,6,8,3,5,3,4,3,3,4,5,6,3,3,3,3,3
5,7,9,31,25,16,12,11,5,5,5,9,8,7,6,29,28,36,33,29,19,35,39,20,17,26,16,8,12,12,5,5,7,5,5,5,5,6,6,5,5,6,5,7,30,11,11,14,14,9,11,23,10,14,12,8,9,7,5,14,5,5,1,10,5,5,5,5,5,5,5,5,6,5,5,8,7,7,7,8,10,5,7,5,6,5,5,6,7,8,5,5,5,5,5
10,12,14,36,30,21,17,16,10,10,10,14,13,12,11,34,33,41,38,34,24,40,44,25,23,31,22,13,17,17,10,10,12,10,10,10,10,11,11,10,10,11,10,12,35,16,16,19,19,14,16,28,15,19,17,13,14,12,10,19,10,10,10,1,10,10,10,10,10,10,10,10,11,10,10,13,12,12,12,13,15,10,12,10,11,10,10,11,12,13,10,10,10,10,10
1,4,6,28,22,13,9,8,2,2,2,5,4,3,2,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,1,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,10,2,3,5,10,1,1,1,1,1,2,2,2,3,2,2,5,4,4,4,5,7,2,3,2,3,2,2,3,4,5,2,2,2,2,1
1,4,6,28,22,13,9,8,2,2,2,5,4,3,2,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,1,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,10,2,3,5,10,1,1,1,1,1,2,2,2,3,2,2,5,4,4,4,5,7,2,3,2,3,2,2,3,4,5,2,2,2,2,1
1,4,6,28,22,13,9,8,2,2,2,5,4,3,2,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,1,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,10,2,3,5,10,1,1,1,1,1,2,2,2,3,2,2,5,4,4,4,5,7,2,3,2,3,2,2,3,4,5,2,2,2,2,1
1,4,6,28,22,13,9,8,2,2,2,5,4,3,2,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,1,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,10,2,3,5,10,1,1,1,1,1,2,2,2,3,2,2,5,4,4,4,5,7,2,3,2,3,2,2,3,4,5,2,2,2,2,1
1,4,6,28,22,13,9,8,2,2,2,5,4,3,2,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,1,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,10,2,3,5,10,1,1,1,1,1,2,2,2,3,2,2,5,4,4,4,5,7,2,3,2,3,2,2,3,4,5,2,2,2,2,1
2,4,6,28,22,13,9,8,2,2,2,6,5,4,3,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,2,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,11,2,3,5,10,2,2,2,2,2,1,1,2,3,2,2,5,4,4,4,5,7,2,4,2,3,2,2,3,4,5,2,2,2,2,2
2,4,6,28,22,13,9,8,2,2,2,6,5,4,3,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,2,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,11,2,3,5,10,2,2,2,2,2,1,1,2,3,2,2,5,4,4,4,5,7,2,4,2,3,2,2,3,4,5,2,2,2,2,2
2,3,6,28,22,13,9,8,2,1,2,6,5,4,3,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,2,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,11,2,3,5,10,2,2,2,2,2,2,2,1,2,2,2,5,4,4,4,5,7,2,4,2,3,2,2,3,4,5,2,2,2,2,2
3,3,7,29,23,14,10,9,3,2,3,7,6,5,4,27,26,34,31,27,17,33,37,18,16,24,15,6,10,10,3,3,5,3,3,3,3,4,4,3,3,4,3,5,27,9,9,12,12,7,9,21,8,12,10,6,7,5,3,12,3,4,6,11,3,3,3,3,3,3,3,2,1,3,2,6,5,5,5,6,8,3,5,3,4,3,3,4,5,6,3,3,3,3,3
2,4,6,28,22,13,9,8,2,2,2,6,5,4,3,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,2,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,11,2,3,5,10,2,2,2,2,2,2,2,2,3,1,2,5,4,4,4,5,7,2,4,2,3,2,2,3,4,5,2,2,2,2,2
2,3,6,28,22,13,9,8,2,2,2,6,5,4,3,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,2,2,3,3,2,2,3,2,4,26,8,8,11,11,6,8,20,7,11,9,5,6,4,2,11,2,3,5,10,2,2,2,2,2,2,2,2,2,2,1,5,4,4,4,5,7,2,4,2,3,2,2,3,4,5,2,2,2,2,2
5,7,9,31,25,16,12,11,5,5,5,9,8,7,6,29,28,36,33,29,19,35,39,20,18,26,17,8,12,12,5,5,7,5,5,5,5,6,6,5,5,6,5,7,30,11,11,14,14,9,11,23,10,14,12,8,9,7,5,14,5,6,8,13,5,5,5,5,5,5,5,5,6,5,5,1,6,6,7,6,10,5,7,5,6,5,5,6,7,8,5,5,5,5,5
4,6,8,30,24,15,11,10,4,4,4,8,7,6,5,28,27,35,32,28,18,34,38,19,17,25,16,7,11,11,4,4,6,4,4,4,4,5,5,4,4,5,4,6,29,10,10,13,13,8,10,22,9,13,11,7,8,6,4,13,4,5,7,12,4,4,4,4,4,4,4,4,5,4,4,6,1,5,6,6,9,4,6,4,5,4,4,5,6,7,4,4,4,4,4
4,6,8,30,24,15,11,10,4,4,4,8,7,6,5,28,27,35,32,28,18,34,38,19,17,25,16,7,11,11,4,4,6,4,4,4,4,5,5,4,4,5,4,6,29,10,10,13,13,8,10,22,9,13,11,7,8,6,4,13,4,5,7,12,4,4,4,4,4,4,4,4,5,4,4,6,5,1,6,7,9,4,6,4,5,4,4,5,6,7,4,4,4,4,4
4,6,8,30,24,15,11,10,4,4,4,8,7,6,5,28,27,35,32,28,18,34,38,19,17,25,16,7,11,11,4,4,6,4,4,4,4,5,5,4,4,5,4,6,29,10,10,13,13,8,10,22,9,13,11,7,8,6,4,13,4,5,7,12,4,4,4,4,4,4,4,4,5,4,4,7,6,6,1,6,9,4,6,4,5,4,4,5,6,7,4,4,4,4,4
5,7,9,31,25,16,12,11,5,5,5,9,8,7,6,29,28,36,33,29,19,35,39,20,18,26,17,8,12,12,5,5,7,5,5,5,5,6,6,5,5,6,5,7,30,11,11,14,14,9,11,23,10,14,12,8,9,7,5,14,5,6,8,13,5,5,5,5,5,5,5,5,6,5,5,6,6,7,6,1,10,5,7,5,6,5,5,6,7,8,5,5,5,5,5
7,9,6,31,25,17,13,12,7,7,7,11,10,9,8,30,29,35,34,30,21,37,41,22,19,26,19,9,13,14,7,7,9,7,7,7,7,8,8,7,7,8,7,9,27,12,12,15,15,10,12,23,11,15,13,9,10,8,7,16,7,8,10,15,7,7,7,7,7,7,7,7,8,7,7,10,9,9,9,10,1,7,9,7,8,7,7,8,9,10,7,7,7,7,7
2,4,6,28,22,13,9,8,2,2,2,6,5,4,3,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,2,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,11,2,3,5,10,2,2,2,2,2,2,2,2,3,2,2,5,4,4,4,5,7,1,4,2,3,2,2,3,4,5,2,2,2,2,2
3,6,8,30,24,15,11,10,4,4,4,7,6,5,4,28,27,35,32,28,18,34,38,19,17,25,16,7,11,11,4,4,6,4,4,3,4,5,5,4,4,5,4,6,29,10,10,13,13,8,10,22,9,13,11,7,8,6,4,12,4,5,7,12,3,3,3,3,3,4,4,4,5,4,4,7,6,6,6,7,9,4,1,4,5,4,4,5,6,7,4,4,4,4,3
2,4,6,28,22,13,9,8,2,2,2,6,5,4,3,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,2,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,11,2,3,5,10,2,2,2,2,2,2,2,2,3,2,2,5,4,4,4,5,7,2,4,1,2,2,2,3,4,5,2,2,2,2,2
3,5,7,29,23,14,10,9,3,3,3,7,6,5,4,27,26,34,31,27,17,33,37,18,16,24,15,6,10,10,3,3,5,3,3,3,3,4,4,3,3,4,3,5,28,9,9,12,12,7,9,21,8,12,10,6,7,5,3,12,3,4,6,11,3,3,3,3,3,3,3,3,4,3,3,6,5,5,5,6,8,3,5,2,1,2,2,4,5,6,3,3,3,3,3
2,4,6,28,22,13,9,8,2,2,2,6,5,4,3,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,2,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,11,2,3,5,10,2,2,2,2,2,2,2,2,3,2,2,5,4,4,4,5,7,2,4,2,2,1,1,3,4,5,2,2,2,2,2
2,4,6,28,22,13,9,8,2,2,2,6,5,4,3,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,2,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,11,2,3,5,10,2,2,2,2,2,2,2,2,3,2,2,5,4,4,4,5,7,2,4,2,2,1,1,3,4,5,2,2,2,2,2
3,5,7,29,23,14,10,9,3,3,3,7,6,5,4,27,26,34,31,27,17,33,37,18,16,24,15,6,10,10,3,3,5,3,3,3,3,4,4,3,3,4,3,5,28,9,9,12,12,7,9,21,8,12,10,6,7,5,3,12,3,4,6,11,3,3,3,3,3,3,3,3,4,3,3,6,5,5,5,6,8,3,5,3,4,3,3,1,5,6,3,3,3,3,3
4,6,8,30,24,15,11,10,4,4,4,8,7,6,5,28,27,35,32,28,18,34,38,19,17,25,16,7,11,11,4,4,6,4,4,4,4,5,5,4,4,5,4,6,29,10,10,13,13,8,10,22,9,13,11,7,8,6,4,13,4,5,7,12,4,4,4,4,4,4,4,4,5,4,4,7,6,6,6,7,9,4,6,4,5,4,4,5,1,7,4,4,4,4,4
5,7,9,29,24,16,12,11,5,5,5,9,8,7,6,29,28,36,33,29,19,35,39,20,18,25,16,8,12,12,5,5,7,5,5,5,5,6,6,5,5,6,5,7,30,11,10,13,13,8,10,22,9,13,11,7,8,7,5,14,5,6,8,13,5,5,5,5,5,5,5,5,6,5,5,8,7,7,7,8,10,5,7,5,6,5,5,6,7,1,5,5,5,5,5
2,4,6,28,22,13,9,8,2,2,2,6,5,4,3,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,2,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,11,2,3,5,10,2,2,2,2,2,2,2,2,3,2,2,5,4,4,4,5,7,2,4,2,3,2,2,3,4,5,1,1,2,2,2
2,4,6,28,22,13,9,8,2,2,2,6,5,4,3,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,2,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,11,2,3,5,10,2,2,2,2,2,2,2,2,3,2,2,5,4,4,4,5,7,2,4,2,3,2,2,3,4,5,1,1,2,2,2
2,4,6,28,22,13,9,8,2,2,2,6,5,4,3,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,2,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,11,2,3,5,10,2,2,2,2,2,2,2,2,3,2,2,5,4,4,4,5,7,2,4,2,3,2,2,3,4,5,2,2,1,2,2
2,4,6,28,22,13,9,8,2,2,2,6,5,4,3,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,2,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,11,2,3,5,10,2,2,2,2,2,2,2,2,3,2,2,5,4,4,4,5,7,2,4,2,3,2,2,3,4,5,2,2,2,1,2
1,4,6,28,22,13,9,8,2,2,2,5,4,3,2,26,25,33,30,26,16,32,36,17,15,23,14,5,9,9,2,2,4,2,2,1,2,3,3,2,2,3,2,4,27,8,8,11,11,6,8,20,7,11,9,5,6,4,2,10,2,3,5,10,1,1,1,1,1,2,2,2,3,2,2,5,4,4,4,5,7,2,3,2,3,2,2,3,4,5,2,2,2,2,1
